GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache ZooKeeper - Server,org.apache.zookeeper.metrics.impl,NullMetricsProvider.NullCounter,8,0,0,0,3,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.metrics.impl,NullMetricsProvider.NullMetricsContext,22,0,0,0,11,0,11,0,11,0
Apache ZooKeeper - Server,org.apache.zookeeper.metrics.impl,DefaultMetricsProvider.DefaultMetricsContext,375,0,18,0,92,0,41,0,32,0
Apache ZooKeeper - Server,org.apache.zookeeper.metrics.impl,NullMetricsProvider.NullSummary,6,0,0,0,2,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.metrics.impl,MetricsProviderBootstrap,50,0,0,0,14,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,FourLetterWordMain,243,0,20,0,55,0,18,0,8,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,HostProviderFactory,38,0,2,0,7,0,4,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,ZooKeeperOptions,65,0,0,0,22,0,10,0,10,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,Chroot.NotRoot,100,0,8,0,20,0,13,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,ChrootWatcher,72,0,8,0,14,0,8,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,HostProvider,1,0,0,0,1,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,ChrootCreateCallback,55,0,4,0,14,0,6,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,StaticHostProvider,91,0,0,0,22,0,10,0,10,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,DnsSrvHostProvider.new TimerTask() {...},10,0,0,0,3,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,Chroot,11,0,2,0,3,0,2,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,ConnectStringParser,189,0,18,0,47,0,17,0,8,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,DnsSrvHostProvider.DefaultDnsResolver,42,0,4,0,8,0,4,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,ZooKeeperSaslClient,545,0,70,0,156,0,53,0,18,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,ZKClientConfig,105,0,2,0,30,0,10,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,DnsSrvHostProvider,423,0,36,0,105,0,33,0,15,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,ZooKeeperSaslClient.new PrivilegedExceptionAction() {...},23,0,0,0,3,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,HostConnectionManager,592,0,76,0,126,0,50,0,12,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,ConnectStringParser.ConnectionType,15,0,0,0,3,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,ZooKeeperSaslClient.ServerSaslResponseCallback,39,0,4,0,12,0,4,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,ZooKeeperBuilder,93,0,0,0,23,0,10,0,10,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,Chroot.Root,13,0,0,0,6,0,6,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.client,ZooKeeperSaslClient.SaslState,27,0,0,0,5,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.controller,CommandListener.CommandHandler,57,0,0,0,18,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.controller,CommandListener,65,0,2,0,21,0,4,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.controller,ControllableConnection,79,0,4,0,21,0,6,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.controller,ControllerServerConfig,199,0,14,0,51,0,16,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.controller,CommandClient,163,0,6,0,43,0,11,0,8,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.controller,ControllableConnectionFactory,120,0,12,0,39,0,18,0,12,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.controller,ZooKeeperServerController,272,0,47,0,73,0,38,0,10,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.controller,ControlCommand.Action,63,0,0,0,11,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.controller,ControlCommand,84,0,10,0,21,0,11,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.controller,ControllerService,183,0,14,0,62,0,21,0,14,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.QuotaExceededException,0,9,0,0,0,4,0,2,0,2
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.AuthFailedException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,ZooKeeper,2989,0,181,0,738,0,201,0,109,0
Apache ZooKeeper - Server,org.apache.zookeeper,Login.new Runnable() {...},296,0,28,0,78,0,16,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper,Shell.ExitCodeException,10,0,0,0,4,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.NodeExistsException,0,9,0,0,0,4,0,2,0,2
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxnSocketNetty.new ChannelFutureListener() {...},117,0,8,0,31,0,6,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.SessionExpiredException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.Code,0,277,0,4,0,46,0,6,0,4
Apache ZooKeeper - Server,org.apache.zookeeper,ZooKeeper.ServerDataWatchRegistration,13,0,0,0,4,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxn.SendThread,1524,0,154,0,344,0,99,0,21,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.ConnectionLossException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,ZooKeeper.WatchRegistration,56,0,6,0,15,0,6,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,SaslClientCallbackHandler,149,0,16,0,33,0,11,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.SystemErrorException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,Login,421,0,44,0,112,0,42,0,20,0
Apache ZooKeeper - Server,org.apache.zookeeper,WatchedEvent,78,0,0,0,20,0,9,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.NoNodeException,0,9,0,0,0,4,0,2,0,2
Apache ZooKeeper - Server,org.apache.zookeeper,OpResult.GetChildrenResult,47,0,8,0,11,0,8,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper,ZooDefs.Ids,43,0,0,0,5,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper,Op.Check,67,0,10,0,12,0,10,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.BadVersionException,0,9,0,0,0,4,0,2,0,2
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.InvalidACLException,0,9,0,0,0,4,0,2,0,2
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxn.LocalCallback,15,0,0,0,6,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper,Environment.Entry,21,0,0,0,7,0,4,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper,Op.OpKind,15,0,0,0,3,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper,DeleteContainerRequest,32,0,0,0,11,0,5,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxnSocket,237,0,12,0,54,0,20,0,14,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxn.RWServerFoundException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper,Op.GetData,53,0,8,0,11,0,9,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxn.EventThread,822,0,102,0,168,0,59,0,8,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.RuntimeInconsistencyException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.EphemeralOnLocalSessionException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,ZooKeeper.AddWatchRegistration,52,0,7,0,9,0,7,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,ZKWatchManager,1054,0,81,0,234,0,67,0,21,0
Apache ZooKeeper - Server,org.apache.zookeeper,Quotas,17,0,0,0,5,0,5,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper,Op.Create,187,0,24,0,44,0,22,0,10,0
Apache ZooKeeper - Server,org.apache.zookeeper,CreateOptions,30,0,0,0,10,0,5,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.SessionClosedRequireAuthException,0,9,0,0,0,4,0,2,0,2
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxn.EndOfStreamException,8,0,0,0,3,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxnSocketNetty.ZKClientHandler,163,0,12,0,37,0,11,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.InvalidCallbackException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxn.ConnectionTimeoutException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper,Op.CreateTTL,91,0,6,0,14,0,10,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper,OpResult,9,0,0,0,4,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.ReconfigInProgress,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.RequestTimeoutException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.APIErrorException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,ZooKeeperTestable,55,0,0,0,16,0,5,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxn.SessionExpiredException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxn.AuthData,9,0,0,0,4,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper,Shell,377,0,34,0,92,0,36,0,19,0
Apache ZooKeeper - Server,org.apache.zookeeper,Transaction,65,0,0,0,15,0,7,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper,SaslServerPrincipal.WrapperInetAddress,18,0,0,0,6,0,4,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper,ZooKeeperMain.MyCommandOptions,223,0,22,0,54,0,20,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper,ZKUtil.BatchedDeleteCbContext,15,0,0,0,4,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper,SaslServerPrincipal,95,0,8,0,25,0,8,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper,OpResult.ErrorResult,45,0,8,0,11,0,8,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxnSocketNetty.ZKClientPipelineFactory,71,0,4,0,16,0,5,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,ZooKeeper.DataWatchRegistration,18,0,0,0,4,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxn,768,0,45,0,186,0,55,0,32,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.NotEmptyException,0,9,0,0,0,4,0,2,0,2
Apache ZooKeeper - Server,org.apache.zookeeper,Watcher.WatcherType,66,0,6,0,17,0,9,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper,ZooKeeperMain,804,0,72,0,174,0,55,0,19,0
Apache ZooKeeper - Server,org.apache.zookeeper,AddWatchMode,28,0,0,0,7,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.DataInconsistencyException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,Watcher.Event.EventType,93,0,9,0,23,0,12,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxn.Packet,138,0,6,0,33,0,6,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,ZooKeeperMain.MyWatcher,32,0,8,0,9,0,6,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper,CreateMode,163,0,16,0,41,0,23,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper,Testable,1,0,0,0,1,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxnSocketNetty,468,0,60,0,131,0,56,0,26,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxn.WatcherSetEventPair,9,0,0,0,4,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.OperationTimeoutException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,ZKUtil,440,0,50,0,101,0,40,0,15,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.UnknownSessionException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,ZookeeperBanner,67,0,2,0,5,0,4,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,ServerAdminClient,563,0,28,0,169,0,24,0,10,0
Apache ZooKeeper - Server,org.apache.zookeeper,Watcher.Event.KeeperState,102,0,10,0,25,0,13,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException,0,314,0,68,0,90,0,77,0,14
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxnSocketNetty.WakeupPacket,15,0,0,0,4,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.UnimplementedException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.ThrottledOpException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.NoChildrenForEphemeralsException,0,9,0,0,0,4,0,2,0,2
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxn.SessionTimeoutException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper,ClientCnxnSocketNIO,625,0,86,0,194,0,68,0,25,0
Apache ZooKeeper - Server,org.apache.zookeeper,Op,147,0,6,0,28,0,19,0,16,0
Apache ZooKeeper - Server,org.apache.zookeeper,StatsTrack,261,0,20,0,60,0,28,0,18,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.NoAuthException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,SaslServerPrincipal.WrapperInetSocketAddress,40,0,4,0,10,0,6,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper,ZooKeeper.ExistsWatchRegistration,39,0,6,0,6,0,6,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,WatchDeregistration,34,0,0,0,9,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.BadArgumentsException,0,9,0,0,0,4,0,2,0,2
Apache ZooKeeper - Server,org.apache.zookeeper,OpResult.CreateResult,102,0,22,0,19,0,18,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper,Op.Delete,67,0,10,0,12,0,10,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper,JLineZNodeCompleter,129,0,14,0,29,0,12,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper,MultiOperationRecord,397,0,40,0,99,0,34,0,11,0
Apache ZooKeeper - Server,org.apache.zookeeper,OpResult.DeleteResult,29,0,6,0,9,0,6,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,ZooDefs,3,0,0,0,1,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper,Shell.new Thread() {...},44,0,4,0,10,0,4,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.ReconfigDisabledException,0,9,0,0,0,4,0,2,0,2
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.NewConfigNoQuorum,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,ZooKeeper.ChildWatchRegistration,18,0,0,0,4,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper,Version,81,0,14,0,22,0,16,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper,Op.SetData,84,0,12,0,15,0,11,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper,OpResult.GetDataResult,82,0,14,0,13,0,12,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.SessionMovedException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,Environment,162,0,2,0,33,0,5,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper,Op.GetChildren,53,0,8,0,11,0,9,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper,Shell.ShellTimeoutTimerTask,28,0,4,0,11,0,4,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.NotReadOnlyException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,Shell.ShellCommandExecutor,127,0,12,0,31,0,15,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.NoWatcherException,0,9,0,0,0,4,0,2,0,2
Apache ZooKeeper - Server,org.apache.zookeeper,ZooKeeper.States,65,0,8,0,10,0,7,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,OpResult.SetDataResult,51,0,8,0,11,0,8,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper,OpResult.CheckResult,29,0,6,0,9,0,6,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,KeeperException.MarshallingErrorException,0,4,0,0,0,2,0,1,0,1
Apache ZooKeeper - Server,org.apache.zookeeper,CreateOptions.Builder,33,0,0,0,8,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper,MultiResponse,402,0,41,0,92,0,36,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.jmx,ManagedUtil,176,0,6,0,44,0,7,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.jmx,MBeanRegistry,323,0,32,0,80,0,29,0,13,0
